Category name,total questions,correct questions,Performance,Job Profile Name,User name,correctness
"APIs (RESTful, GraphQL)",2,6,can't predict,Cybersecurity Analyst,andrew,300.0
Data Visualization,1,0,Needs Improvement,Database Administrator,andrew,0.0
Cyber Threat Intelligence,4,1,Very Poor,Cybersecurity Analyst,lara,25.0
Domain Knowledge,2,6,can't predict,Full Stack Developer,lara,300.0
Statistical Knowledge,10,6,Above Average,Data Analyst,andrew,60.0
Domain Knowledge,1,0,Needs Improvement,Full Stack Developer,andrew,0.0
Algorithm Development,3,8,can't predict,Data Analyst,jefforson,266.67
Web Development Tools,1,9,can't predict,Database Administrator,john,900.0
Security Policies and Compliance,3,5,can't predict,Database Administrator,jefforson,166.67
Algorithm Development,3,8,can't predict,Database Administrator,lara,266.67
Analytical Skills,6,3,Average,Full Stack Developer,robin,50.0
Critical Thinking,5,7,can't predict,Database Administrator,andrew,140.0
Scripting and Automation,9,10,can't predict,Database Administrator,jefforson,111.11
Programming skills,10,9,Excellent,Artificial Intelligence (AI) Engineer,andrew,90.0
Understanding of Security Tools,4,6,can't predict,Artificial Intelligence (AI) Engineer,lara,150.0
Backup and Recovery,3,0,Needs Improvement,Database Administrator,jefforson,0.0
Deep Learning,4,10,can't predict,Data Analyst,robin,250.0
Networking Skills,10,6,Above Average,Database Administrator,robin,60.0
Knowledge of Security Tools,4,4,Excellent,Cybersecurity Analyst,john,100.0
Front-end Technologies,7,3,Below Average,Cybersecurity Analyst,lara,42.86
Understanding of Security Tools,10,10,Excellent,Cybersecurity Analyst,lara,100.0
Database Knowledge,9,2,Very Poor,Data Analyst,john,22.22
Performance Tuning,6,5,Very Good,Artificial Intelligence (AI) Engineer,andrew,83.33
Database Knowledge,5,8,can't predict,Data Analyst,john,160.0
Mathematics and Statistics.,5,5,Excellent,Data Analyst,andrew,100.0
Database Security,1,4,can't predict,Artificial Intelligence (AI) Engineer,andrew,400.0
Backup and Recovery,2,5,can't predict,Data Analyst,robin,250.0
Database Knowledge,3,9,can't predict,Data Analyst,jefforson,300.0
Programming Skills,9,4,Below Average,Artificial Intelligence (AI) Engineer,jefforson,44.44
Analytical Skills,3,9,can't predict,Artificial Intelligence (AI) Engineer,jefforson,300.0
Natural Language Processing ,2,6,can't predict,Full Stack Developer,jefforson,300.0
Statistical Knowledge,10,6,Above Average,Data Analyst,robin,60.0
Back-end Technologies,8,4,Average,Artificial Intelligence (AI) Engineer,andrew,50.0
Database Management,2,7,can't predict,Cybersecurity Analyst,jefforson,350.0
Deep Learning,5,4,Very Good,Artificial Intelligence (AI) Engineer,john,80.0
Back-end Technologies,10,8,Very Good,Database Administrator,john,80.0
Front-end Technologies,6,10,can't predict,Artificial Intelligence (AI) Engineer,andrew,166.67
Security Tools,3,0,Needs Improvement,Data Analyst,andrew,0.0
Security Tools,9,6,Above Average,Full Stack Developer,robin,66.67
Cyber Threat Intelligence,10,6,Above Average,Data Analyst,andrew,60.0
Back-end Technologies,8,9,can't predict,Database Administrator,john,112.5
Critical Thinking,1,10,can't predict,Full Stack Developer,robin,1000.0
Knowledge of Security Tools,1,7,can't predict,Artificial Intelligence (AI) Engineer,robin,700.0
Networking Skills,2,4,can't predict,Data Analyst,jefforson,200.0
Database Management,7,3,Below Average,Artificial Intelligence (AI) Engineer,lara,42.86
Web Development Tools,6,2,Poor,Database Administrator,john,33.33
Mathematics and Statistics.,7,6,Very Good,Artificial Intelligence (AI) Engineer,john,85.71
Risk Assessment and Management,10,10,Excellent,Data Analyst,jefforson,100.0
Programming skills,10,5,Average,Full Stack Developer,andrew,50.0
Attention to Detail,6,9,can't predict,Cybersecurity Analyst,jefforson,150.0
Data Modeling and Design,9,3,Poor,Full Stack Developer,jefforson,33.33
Performance Tuning,2,2,Excellent,Artificial Intelligence (AI) Engineer,andrew,100.0
